,clean_text,sentiment
114,loved fight sequences i blown away second half movie it like another level phenomenal,V.Positive
115,lovely plot great characters awesome designs costumes as martial artist fan i loved fight choreography stunts they felt fresh mix martial arts action fantasy drama great i worried movie i watched trailer the cgi effects amazing just felt like needed the movie got marvel flavor cgi scenes took lot fun watching specially fighting scenes action scenes lovely acting fantastic character development great overshadowed fathers character opinion cause story father somehow interesting the chemistry katy icing cake so lovely perfectly matches first hollywood movie tony leung he amazing think safe say well represent asian culture big movie screen i highly recommend every marvel fan they outstanding job,V.Positive
116,the mcu definitely reached highest level far special effects concerned really good job,V.Positive
117,a super smooth blend magic martial arts mythology the chemistry two leads spot hilarious some best choreographey mcu really memorable villain if want full experience watch cinema i personally recommend watching iron man first,V.Positive
118,as asian movie hit feels hard all cast team members stupendous job visual effects martial arts action what else expect marvel best movie far,V.Positive
119,this movie awesome ca say one bad thing choreography good writing good good everything good,V.Positive
120,action packed adventurous i look forward seeing stories fit marvel universe heroes,V.Positive
121,go watch movie theaters story effects action comedy acting everything awesome ps get post credit scenes,V.Positive
122,tbh i really lot expectations going movie i disappointed stereotype multiple times hell yea i absolutely loved movie especially hong kong films martial arts prototype fight choreography i doubt actor since i know awkwafina role could better they put lot effort mythology although bit weird well done marvel,V.Negative
123,i went knowing much ten rings matter i expecting much i wrong i glad i great story great cast probably one best marvel films done far recommend taking time see fan book,V.Positive
124,marvel origins story amazing one breaks line the writing humor comedy everything perfect the directors made best choices made movie incredible,V.Positive
125,a welcomed addition mcu avengers come way top tier mcu territory especially comes origin generations tiger hidden dragon visual spectacles behold full beautiful creatures costumes martial arts acting probably best fighting mcu makes sense though cap winter soldier fighting personal favourite the real mandarin makes debut disappoint tony leung fantastic all cast members likable well a appearances mcu characters including surprising one somewhat redeems refreshing marvel superhero movie primarily focuses tons potential jump right marvel storylines the mcu still holds lots excitement future characters like,V.Positive
126,i absolutely loved first avengers guardians galaxy since movies fell flat hand exactly i hoping no overly complicated story lines many plot holes count this great character development people actually feel sympathy natural comedic relief throughout amazing fight scenes fairly constant action without feeling forced this great super hero movie around,V.Positive
127,i glad theatres open i live visual treat movie characters battles everything this movies must watch theatres sorry bad english,Negative
128,tony fala simu absolutely phenomenal performance fantastic movie it nice see representation different cultures this movie asian community black panther african american action scenes one best any marvel movie the choreography far best marvel movie this movie felt like ip man mythical story added the action impeccable the story unique generic i love simu stunts never ceases amaze we need company like cough cough warner bros sony cough cough so thankful getting two,V.Positive
129,the actors action film not disappoint i knew tony leung michelle yeoh going good simu liu awkwafina fantastic they kept traditional also added little modern flare movie must see movie in the theatre and not sitting on your couch,V.Positive
130,it great see one many mcu martial artist live action actually living comic character iron fist netflix series blows btw the fight scenes fantastic along action sequences most characters easy sympathize cameos thing i personally felt go well aquifina performance comedic lines it felt little flat i thought ben kingsley way funny if fact shot evil soul sucker throat saving shang chi sister could left played character without comedic misses would mentioned however son liked movie provided nice lead next big bad guy mcu maybe mephisto definitely worth watch opinion,V.Positive
131,good work lots money given right people create right movie from choreography story cinematography nothing disappointed top marvel movie hands down,V.Positive
132,i thought i like film i expect one favorite mcu movies it mix crouching tiger hidden dragon anything jackie chan the action movie good read easily best action mcu film date simu liu awesome ending epic definitely worth price admission as english teacher i loved reference macbeth film fantastic job completing hero journey great job marvel done yet,V.Positive
133,i loved but quite feel like marvel movie,V.Positive
134,beautiful start finish amazing visuals cgi fight scenes acting incredible tony leung compelling villain and refreshingly funny marvel origin story yet,V.Positive
135,the movie provides excellent experience whole family one best best origin stories mcu amazing cameos action this one marvel lover action seeker the actors produced best performances ever seen mcu movie keep excellent work exciting times head super hero movie lovers,V.Positive
136,serviceable that word came mind i left theatre not sure great bluray release get wrong i liked i fun found things i disliked but since basically black panther jr made appreciate chadwick boseman similar origin story waaay think i got why i suddenly think average rating i gave black panther better hit simu liu ca act charisma chadwick boseman hand talents in fact black panther entire cast including villain better acting charisma but actors gave no one bad necessarily well except valet driver shaun gets attacked san francisco bus commute work unbelievably fights back leading bff world via viral video knowing passenger anything so goes save sister believes danger evil dad and place world avengers know lead character tv show i discovered kim convenience yes simu liu gorgeous i never really got impression great actor show i hope big screen movie carry shoulders suddenly show depth nope if anything i know less talent i season show i seen costars another story i loved dad played tony leung definitely bff katy awkwafina i always love michelle yeoh ronny chieng benedict wong one stole whole movie favorite character trevor slattery do look know just take word best funniest character movie landslide and speaking laughs normally i like overload marvel movies humor both iron man thor ragnarok comedies action ratio i want superhero movies here toned ton funny special effects fine pacing right action acceptable i liked heart shown third best act feature i would recommend definitely lower half mcu two scenes they actually made relevant movie universe final thoughts no spoilers best line liu i korean laughs joke taken context avoid spoilers i wonder anyone else caught meaning he really chinese plays korean tv show i wonder threw ever got slack television portrayal either way i thought hilarious,V.Positive
137,love cinematography plot cast whole idea movie amazing recommend,V.Positive
138,having worked film visual effects i safely say i pleasantly surprised watching premiere up point i actually watched full movie bolstered fantastic performance simu liu i hope star many great films his charisma alone good reason like movie the supporting performances quite memorable course bad as usual visual effects film great i might tad direction destin daniel excited see show next,V.Positive
139,so bored i hardly cared characters bloated special effects style substance,V.Positive
140,i find film engaging start finish i could get eyes screen the kung fu good visual effects wonderful i enjoyed every second film,V.Positive
141,i amazed one the soundtracks the visuals loved everything moment entertaining i really enjoyed,V.Positive
142,i really like movie movie comedy action really embraced chinese culture i ca wait see shang chi,V.Positive
143,going trailers excited blown away seeing imax opening night definitely going later week really deserves rewatch,V.Positive
144,hours life well spent basking glory compelling profound story absolutely breathtaking visuals it easy get lost majesty world portrayed feel like life short period that said movie double edged sword terms movie rather marvel cinematic universe evokes feeling i experienced two marvel movies black panther dr strange after years whole america save world america center everything vibe grown dull what three films common focus america first mentality case mcu films long they make universe stories taking place feel much movie starts something i recall ever done mcu film dialogue english the chinese dialogue subtitles automatically makes feel like something different best way possible what numerous instances across film characters speak chinese makes experience feel much culturally fighting scenes unlike anything seen marvel movie there fluidity characters movements feels like dancing these moments alone make movie must special effects beyond satisfying the creatures based chinese legends look lifelike genuinely feel like could exist nature the great protector particular jaw dropping keeps edge seat entire time furthermore moment involving ten rings pure visual story perfect balance struck grounded human experience otherworldly mystical journey the heartfelt family conflict moments kind cheesy stuff usually get high budget superhero movie you really feel characters going genuinely concerned furthermore otherworldly aspect story fits perfectly aforementioned conflict there lot abstract concepts creatures wield strong mystical powers reach end movie might think i really understand everything i saw however part beauty movie it bridges whats familiar easily understood stuff unfamiliar difficult comprehend leaves satisfied full longtime mcu fans wenwu perfectly explains references ten times dating back iron man good organization worked trevor slattery also makes appearance plays pretty significant role film fulfills longtime wish marvel fans learn fate his humorous role iron man perfectly preserved yet also given purpose beyond simply joke character the character ultimately satisfying surpassed could keep going great movie it truly marvel masterpiece deserves accolades inevitably receive,V.Positive
145,disloyal man mcu rings continues new blockbuster main asian cast having escaped father forced face past embrace true movie good the answer despite much people overhyped however i enjoy fight choreography beautiful visuals this honestly mean lot considering marvel project the cast okay job comedic moments actually take movie seriously get distracted colors actions screen clear overhyped mediocre best marvel movie it bad like captain marvel good there barely depth story this type story done like gazillion times movie add lot tropes the progression formulaic already know end would look like main character typical bland the actor necessarily bad writers try hard enough make character compelling special also dude randomly knew crazy stuff near end despite never wear ten rings typical marvel fashion phenomenon oh i know person somewhere else insert leonardo dicarpio pointing meme used another distractor sometimes good remember made impact good movie directs attention scenes again another overhype train people reality calm people a mediocre marvel hero movie does mean bad movie,V.Positive
146,it bad i really liked i even big marvel fan i really enjoyed movie,V.Positive
147,really enjoyed story acting amazing,V.Positive
148,the cinematographie make masterpiece i really love character writing everyone movie easily understand character get see caused motivation and course way used chinese language movie fits movie perfectly pulls story overal really funny visual pleasing enjoyable movie,V.Positive
149,i sucker good quality martial arts fight scene many every one perfect the movie humor heart really amazing fight scenes i love visual effects tradition culture rich chinese people overall worked i excited go see second time,V.Positive
150,marvel churned hit hit first phases feels something different a great film great action sequences good casting surprises cameos looking forward character progressing withing marvel universe,V.Positive
151,not legend ten rings expand mcu introduce new concepts future delivers badass choreographed action scenes emotionally complex villain,Negative
152,i know anything film going see i thought would like dr strange beautiful visuals brilliant action scenes i interested film whole time,V.Positive
153,what i like action especially first half building scene make nervous scared great visuals good cinematography colors cgi really i love good villan really everything purpose bad guy acts like like villan black widow movie now i like every marvel movie movie begins strong introduce characters becomes slow good comedy action go journey final battle full cgi fights ok guys people love cgi fights fight bit terrible predictable honestly i love action movie final battle movie full emotional scenes i feel anything no music good epic great theme shang chi i loved music songs good enough overall good action movie great action sequences good comedy good villan cinematography cgi marvel movie cgi final battle weak ending good setup comes nextthank reading quick review opinion important opinion remember everyone one love thing,V.Positive
154,legend ten rings new superhero movie marvel film series the film directed written part destin daniel cretton director short term just film shaun simu liu tries put past behind wants enjoy life best friend katy awkwafina when mysterious organization ten rings finds shaun forced confront past to must take birth name protect katy sister xialing zhang actions ten rings leader xu wenwu mandarin tony leung also shaun his film marvel first superhero film starring asian actor furthermore film also bring asian culture fighting styles well for used movies like crouching tiger hidden dragon example fans film recognize moments refer back films they portray fight scenes characters fight asian fighting styles well entertainingly the art asian fighting style somewhat overshadowed characters use supernatural powers film fight scenes happens less exciting entertaining scenes characters fight normal one point film also feels like watching mix asian animation shows pokémon avatar the last airbender these scenes provide extra comedy especially entertaining younger viewers the movies costumes film cast also help emergence asian culture film the visual effects also put good use film except scenes seen used green screen background fortunately disturbing film creatures also returned start film a bit redundant action scenes effects acting well done film cast simu liu took twitter ask marvel play part parties quickly making good deal simu liu comes across good charismatic lead film conveys action sequences beautifully along awkwafina also good chemistry film together provide good appropriate humor the comedy also overshadow dramatic aspects film sometimes happen tony leung also portrays villain film good sympathetic way viewer understand this film also first role american film although first time still delivers good appropriate acting zhang get much time film bit less good present film,V.Positive
155,this could great movie it began well ended well everything pretty lame disney disney plus platform could built character since one really knows shang chi unfortunately disney minute i left wondering i care with much asian culture pull i wish disney would done stars other reviews i sure paid,V.Positive
156,i saw today bfi london imax year old friend enjoyed immensely its thrilling races along great pace first scene it perfect mix action fantasy lighthearted comedy decent story line bind together one could say another typical marvel movie churned factory production line however i felt one really miles better many recent ones due incredible martial arts fight scenes fast really exciting watch i also enjoyed fact i recognise main actors ben kingsley hilarious often makes movie much easier get old super star faces no hesitation recommend great kids and adults,V.Positive
157,well review after reading reviews i came across bad reviews laughed most saying villain bad spoiler dad saying fit new marvel universe i also saw one review gave said one actors post credits scene for people reviewing bad reviews like new superheroes movie perfect made feel sorrow character position father you could feel weight shoulders the beginning movie starts fear unknown know you go many happy sad emotions the movie also excellent job using characters native language the fight scenes astonishing cgi beautiful the cgi characters look real the cast crew proud beautiful masterpiece made amazing amazing,V.Positive
158,i really looking forward film excited see shang chi mcu it started good interesting father son character development as film continued seemed rely heavily cgi after cgi felt bloated overwhelming the acting well done everyone film weak links was hoping film would grounded plot like iron man,V.Positive
159,the movie awesome inspiring marvel fans akwafina absolutely hilarious great fighter shang chi join avengers first time endgame i feeling shang chi doctor strange travel time space find places never seen i hope see shang chi travel new york city meet guardians galaxy captain marvel find connections mcu,V.Positive
160,the first third really enjoyable excellent pacing well timed jokes incredible scenes i already thought seeing second time rest movie completely different feel the second part drastic change basically group captured awkwafina good beginning began annoy many jokes goofy moments feel quite place continued rest movie the og mandarin appearing nice callback well felt way goofy cheap comic relief without actual importance story you could probably cut less imports scenes without hurting continuity film the final part surprisingly different mcu final still came underwhelming i really need another cgi monster fight although dragon looked good whole ending bit much everything first got village fighting ten rings shaun begins fight dad fight goes quite could easily end fight later opens gate leads fighting humans monsters monsters creatures get i trying say at point want closure i already said final part really parts movie looked way immersive others also took away fun trailers showed way much movie takes away lot excitement abomination scene it almost reminded old mcu trailers basically showed whole music remind bit black panther since mixture inspired music modern pop songs i definitely enjoyed still good movie watch talented new actors playing interesting new characters i really liked razorfist brilliant fight choreography cool sadly clever quick beginning forces last hour feel kinda slow unbalanced ending thing personal preference i still think enjoy whole thing know going the credit scenes also great,V.Positive
161,i really enjoyed film i thought emotional funny likely see,V.Positive
162,black widow really good movie marvel amazing storyline phenomenal action right amount humor this movie epic introduction character i previously unfamiliar the future bright mcu,V.Positive
163,i expecting much i first heard storyline one kind i definitely enjoyed fight scenes,V.Positive
164,the movie phenomenal theater the fight scenes movie felt real close hong kong fighting movies the story behind set father unique mcu,V.Negative
165,great movie awesome acting stunts good jokes throughout movie aswell the story awesome im definitely looking forward future mcu,V.Positive
166,very great choreography every fight tells great story movie grabs attention let go only reason stars final act black panther became superheroy got distracted cgi battles rather getting great family battle father son still movie fantastic people need go see support film,V.Positive
167,compared fu movies i think impressive fights even still works they well introduced martial arts rings i impressed use fights i kinda want see unique powers rings based comics still it entertaining visually stunning mcu pattern great however i convinced mandarin motives it kinda lacks evilness she weakness he easily manipulated beast kinda sucks everyone scared mandarin movie gave much heart in spite still great movie i enjoyed recommended everyone,V.Positive
168,watch good it best fight scenes marvel movie ever cgi huge scale would think avengers movie the music could better lacks action characters make,V.Positive
169,i could already guess end watching half film it like chinese martial film,Positive
170,destin daniel cretton mentored mentored two academy award winners brie larson rami malek another academy award nominee lakieth stanfield demonstrated limitations two years making legend ten rings delivers every cylinder least find laughing loud lot you dazzled remarkable beauty transfixed fight scenes especially ones shang chi simu liu mother jiang li fala chen father wen wu tony leung stunningly beautiful choreography sister xiangling zhang finally one aunt jiang nan michell yeoh runaway bus funny brilliant story engaging multi layered satisfying every way possible,V.Positive
171,loved best marvel great action scenes best,V.Positive
172,i expecting enjoy movie much i i sucker good martial arts movie traditional oriental music saw happened last time marvel tried martial arts iron fist this movie without question top marvel movies the action incredibly choreographed overabundance the score beautiful i found listening regularly since i saw film character development top notch all things needed make great movie wrapped nice package sprinkled marvel charm come love years i ca stress much need see movie,V.Positive
173,i loved boys year old boys it funny family drama epic scale there plenty amazing martial arts action favorite first one runaway bus san francisco assassins reluctant hero also magical creatures tragic love story battle good evil my older son always critical three us loved his criticism much marvel movie origin story bother there superhero cameos larger parts wong dr strange ben kingsley reprising role actor hired play terrorist iron man in end best thing i say walked said wanted see,V.Positive
174,this movie amazing choreography great story it great mixture comedy seriousness i ca wait see shang chi ten rings,V.Positive
175,when thought mcu pulled everything closet this movie everything amazing special effects good editing deserved character development intriguing plot this movie solid blockbuster aesthetically bad thing point movie enough the ending felt like dragged best mcu origin story far,V.Positive
176,great characters strong plot amazing visuals pretty serious movie none typical unnecessary marvel humour,V.Positive
177,no one really write reviews seeing thought i would tell people good film i thought i would like mix martial arts marvel far exceeded expectations it fun great story fantastic action comedy bits hilarious must see marvel fan,V.Positive
178,amazing cgi story beginning new character absolutely amazing credit shot in movie every second going open mouth surprised good luck fourth stage this movie raised expectations works i pray drop,V.Positive
179,movie jam packed great choreography visual effects parts pacing slow general great movie,V.Positive
180,not sure review movie i could think chinese movie the great wall effects really good movie slow,V.Positive
181,what movie hands brilliant thank marvel giving us new world excellent everyone simu liu star long way go best choice role,V.Positive
182,the rings best weapon marvel movies animation action beyond amazing,V.Positive
183,first i think people overhyping film bit like black panther is best mcu origin film ever hell no there atleast better origin stories existing but lot good things differentiates film normal mcu film the visuals breathtakingly beautiful unlike mcu film i seen the tone film resembles chinese action movies rather mcu refreshing the first fight scenes incredible got super hyped quality falls later scenes becomes cgi monsterfest the story predictable full narration exposition at core emotional family drama dialogues powerful enough dig really deep i craved many scenes the performances solid awkwafina ben kingsley providing great comedic relief standout tony leung he generates level empathy emotional suffering eyes he legend overall really fun watch great people shouting,V.Positive
184,awesome i enjoyed lot visually entertaining this best marvel since end game asians rule i wish included cast north east south east asia it would even better representation a great labor day weekend movie treat,V.Positive
185,visually one beautiful movies mcu more one best solo super hero movies mcu grand feat debut even without superheroes like crutch the performances make justice script showing us end game contrary believed end marvel era the phase promises even greater others this quality easily compared black panter captain america the winter soldier right dose comedy battle film impressive fight credit scenes make connection story mcu curious way ca wait see feige planning future,V.Positive
186,the movie funny full action wel made will definitely watch cinema,V.Positive
187,kudos marvel guts make film,V.Positive
188,what want i honestly want like film as may read previous reviews marvel films dumb and one ends massive cgi chaos but i mention dragons fighting anyway film fun fun lively sense watching water painting come life the fight sequences laborious sometimes since rocked energy source could topple buildings even crack rib seems makes work here played fun loving simu liu and wonderful job not wanting anything typical slacker while carries burden darker past haunted even best make best situation san fran pal katy now usually awkwafina irritates end here much subdued truly bro guy would want sisterly interest the balance hip banter seriousness flawless and quite joy kudos tony leung who spent generations emoting efficient use words he require much carries lot he plays former evil doer whose motivation fatherly love children surpassed regaining love lost and truly embodies person let go but credit goes li played fala chen a gentle soul described i could watch kata hours her gracefulness would make man want open gates hell praise goes director destin cretton balancing spirituality family ties this difficult line tow trying overbearing he smart enough know family dynamics asian household small moments pick main characters but ever go past must honor trope infects movie like mulan,V.Positive
189,legend ten rings tells story simu liu expert kung fu he forced deal past pursued ten rings legend ten rings film the marvel cinematic universe strikes gold yet wrong director destin daniel cretton given us one marvel cinematic universe best origin stories the action set pieces highlight movie it awesome finally see kung fu fighting style utilized marvel cinematic universe the visual effects simu liu spectacular liu easily balances action dramatic scenes marvel cinematic universe trademark humor ca wait see future awkwafina hysterical katy tony leung outstanding xu wenwu zhang fantastic xialing fala chen brilliant li michelle yeoh excellent ying nan florian munteanu superb razor fist the supporting cast amazing legend ten rings must watch marvel cinematic universe fans superhero film buffs watch biggest screen possible preferably imax ca wait eternals,V.Positive
190,simu liu really brings everything life embodies complete perfection almost born role point become marvel fans new favorite in opinion par casting likes roberts downey jr bold statement i know along side simu liu actress awkwafina also steal hearts many fans bringing many smiles laughs viewers faces becoming something much side character fans route see future actions scenes nothing bliss see perfectly choreographed fights really capture style heart martial arts the special effects beautiful eye last two acts simply blow away introduce new world see new life capture completely immerse world story carries alot weight heart provide many laughs humor also pluck strings every ones heart saying much story something symphony story telling could ended basic story end deep thrieving life story plenty meaning broken family heart character story taking different paths back whole some fans leave tear whole marvel manages yet provide us amazing cast embody iconoc comic characters bring everything every one life screen consistent adventure start finish provides nothing pure mcu entertainment finest leave fans begging,V.Positive
191,after disappointed black widows solo outing knowing anything minor comics character i feared but i get cultured vibe honouring asian film tradition get superb action charismatic characters well delivered strong jackie chan heyday martial arts fast creative feels really grounded fresh first half film good move away much wild but second half blends asian folklore marvel fantasy truly deliver spectacle without explain deeply consistent nods dr strange remind dimensions exist people bend powers believable may needed go far onto fantasy true marvel fan knows another tuesday the performances strongly delivered likely become new fan favourite,V.Positive
192,best movie marvel made probably best theatre experience,V.Positive
193,i give stars things close the thing makes different bunch superhero movies halfway movie i already invested characters most origin movies focus one two characters make understand coming prepare sequel but clear characters people great depth comparing marvel origin movies i would say one takes cake every one one fight scene felt tense also like dance the cinematography also brilliant i could tell characters thinking felt angles hue alone i also really enjoyed movie also characters life related situations with said i say favourite part invested i felt several characters i could understand villains main cast they made clear thinking sometimes without words saying something welcome mcu i excited see comes next,V.Positive
194,this film brilliant without spoilers much,V.Positive
195,i saw trailers press movie hyped i honest then i saw movie i must say expectations blown water the movie great something quite unique refreshing mcu i thoroughly enjoyed movie would recommend,V.Positive
196,i witnessed something way beyond expectations this movie fully action packed well directed surely best part movie franchise,V.Positive
197,as marvel hater i want say films awesome terrible joke every minutes i loved action history interesting,V.Positive
198,i hesitant watch know generic marvel movies like my mistake guess feel like wasted money it boring might well streaming movie,Neutral
199,so personally i huge marvel scene score came surprise the acting character development impressive right good scaling plot never felt slow built like good moments animation completely blew away i seen every new film cinemas past plenty animation cinema moments truly recommend anyone go see easily favourite action film maybe outright favourite film,V.Positive
200,the movie starts good soon begins flashbacks nosense humour scenes and mandarin seriously shang chi movie worst marvel movie its sad pricipal actor job well characters bad bone,Negative
201,bland pandering chinese market mystical martial arts nothing explained there tie main marvel universe drives plot forward pointless cameos amount shrug emoji mcu heroes do pay see avoid,V.Positive
202,the cinematography good the story bit slow fighting scenes great middle stop stare best mcu film close best good movie watch theaters,V.Positive
203,you could mistaken reading title thinking i i just wow i longing wow factor cinema since cinemas reopened film gave everything i away fact i biased towards marvel movies guilty however fanboy loving marvel delivered i mean top tier movies realms black panther thor gotg infinity wars name major comic runs coming screens jaw dropping movie i show nothing pure joy from culture mythical folklore mix let forget secret garden film expands marvel universe even deeper film gave real belly laughs real emotional moment fantastic soundtrack match genuine winner year may hands full beating i describe best introduction unknown character since needs new staple marvel franchise new stories moving forward not mention fantastic performance simu liu genuinely made yearn portrayal what absolute treat i watched twice third viewing feeing needed days go star day every day bravo,V.Positive
204,an iconic film excellent new start,V.Positive
205,mcu new characters always astonishing looking ahead timely updates,Neutral
206,superb superb superb good movie must watch theatre,V.Positive
207,a beautiful movie it really created great start movies phase marvel definitely see you regret this part contains spoilers it twist trevor slattery came buddy morris if disney plus rewatch iron man seeing,V.Positive
208,the characters bit incoherent straight contradict characterizations times plot needs there bunch unneeded machina conveniences writers trapped corners reason happens get mortal kombat the expendables writers awkwafina destroying every type scene dramatic epic also comedic ones one worst acting i ever seen type joke awkward nonsense start finish role ridiculously large dumb comic liu actually pretty good lead character potentially great world beautiful everything super fun watch future without awkwafine better writers,V.Positive
209,the action movie biggest selling point the hand hand combat done exceptionally well use environment camera movement added flow intensity development interactions also fine the criticism i final fight got bit it really need super fantastical elements definitely took away character development story building it kind felt like said marvel movie needs something grandiose despite rest film kept fact side character able pull mvp hit thin air movie enjoyable there truly breathtaking scenes plenty memorable martial arts scenes go around growing kung fu movies i think enjoy much i,V.Positive
210,a great introduction new mcu hero great marvel humor wait see they back story justice fresh take rings,V.Positive
211,when watching chi almost immediately see follows formula every marvel movie one thing movie excels choreography the choreography best seen marvel universe maybe even cinema general the character chi played simu liu great addition mcu i say characters movie especially character katy played awkwafina the character flat childish making almost annoying though i believe fault writers awkwafina another aspect movie i like cameos i mention avoid spoilers i say definitely one favorite parts movie mcu general all i give great movie,V.Positive
212,for first time couple years since captain marvel mcu introduces us brand new hero simu liu rather impressively first asked role twitter brings us film perhaps issues ending ultimately fun funny ride type marvel perfecting last somewhat aimless shaun simu liu lives san francisco working valet friend katy awkwafina when attacked bus forced back world father ruthless terrorist xu wenwu tony leung first visiting sister returning ten rings compound decides use skills defend late mothers sacred homeland invasion father control ten mystical arm rings weapons grant owner immortality unearthly black widow considered wobble mcu despite fact i thought perfectly fine film important come back something undeniably excellent it perfect balance humour action marvel established last years the action tweaked slightly closely resemble types asian led action films seen previously jackie chan style bus fight crouching tiger hidden dragon flashback fight shang chi parents there lovely links wider mcu including return benedict wong wong trevor slattery ben kingsley iron man character whose masquerading role the mandarin one mcu divisive perfect the ending perhaps little rushed lacking moment two redemption earning xu wenwu peaks future character rings organisation interesting addition plus first real step might route next big bad excellent stuff,V.Positive
213,my expectations movie low maybe due fact much hype around men delivered awesomely,Negative
214,legend ten rings absolutely list favorite marvel movies full hyped films ultimately left disappointed one lives every bit action beginning end best i seen marvel movie general long time the choreography especially performed michelle yeoh zhang fala chen stunt doubles felt like poetry motion everything done much grace elegance i want end simu liu brought charisma charm delivering amazing action sequences he nothing short fitting role and surprise awkwafina unbearable i assumed would movie lose momentum act slows bit takes deeper dive story quickly picks back head final battle the set cgi used creates breathtaking shots adds greatness fan film worth going see,V.Positive
215,instantly entered top marvel movies there much adore movie the visuals beautiful villain compelling last sequence predictable superhero movies often the characters level depth often missing supporting characters superhero movies i pleased marginalize xialing would easy i know much different disciplines martial arts seems similar avatar the last airbender drew inspiration different real world fighting styles different fighters movie if i compare acting movies i consider best produced marvel infinity war ragnarok winter soldier etc notch blows every marvel movie water comes action choreography the bus scene first act easily become favorite sequence marvel film origin films often fall traps maybe many know much character but even typical tropes like training sequences done better story linger youth much,V.Positive
216,i loved family narrative movie probably favorite family mcu the action scenes good visually stunningthe thing drags movie much introduces things shows us things messy way i really want love movie i ca the soul suckers really messed story imo i feel like concepts introduced good presented best way,V.Positive
217,i got unlimited screening best marvel action origin film mcu u love action fantasy film ur film,V.Positive
218,this movie everything great story best visuals i ever elevated already high expectations mcu moving forward,V.Positive
219,the movie absolutely beautiful fight scenes the hand hand combat amazing unfortunately ending cgi boss fight scene i wished combat rather magic battle marvel,V.Positive
220,this movie well made of course typical marvel magic action comedy really fantastic the build dialogue action moving this definitely worth seeing big screen,V.Positive
221,legend ten rings different previous marvel movies good thing i little worried first film might live success marvel pushed give film actually spectacular entertaining good story good acting excellent character development action choreography outstanding funny moments beautiful cinematography vfx major previous marvel films this film almost like aquaman mcu fun experience seeing screen presenting fans something entirely new unfamiliar this movie practically flawless ca wait see future marvel movies,V.Positive
222,leaves san francisco friend katy pursuit old family secrets discovers crime danger previously unknown family quite lot ancient myths couple faces familiar follow first mcu movie i completely unfamiliar source material therefore sure expect martial i seen fair number martial arts movies without seeking building blocks engagingly assembled the story strong moral ambivalence playing part the action extremely well choreographed times common settings costumes quite beautiful this gorgeous film watch the effects expected first script good much laughter i expected it helped awkwafina playing typical raucous character adds welcome note humorous disrespect yet also acts well sympathetically tune plot characters michelle yeoh stable relatable the leading character arguably little light charisma necessarily bad thing given one main plot threads finding,V.Positive
223,outstanding marvel movie waiting new version avengers,V.Positive
224,shang chi movie some spoilers pros the story i thought movie would boring character i completely unfamiliar actually interesting not plot origin backstory peoples lives i really loved idea it incorporated lot cool asian culture well american vibes culture it awesome characters see trailer one main characters sister girl short hair bangs left picture she far coolest character entire movie i know why front posters trailers katy played awkwafina person movie comedy others although funny actually lot depth character serious moments whole movie i liked i thought i fight scenes action shang chi shaun extremely skilled kung fu actually fighting style similar batman if cape would awesome i know character need there cool scenes reminded scenes wakanda mystical asian land dragons cool fictional creatures the sets beautiful some cameos also music i wo spoil anything pretty cool cameos movie definitely set world marvel universe although one cameo love see rip stan lee this film actually really cool music main character actually sings song two soundtrack well really cool music i suggest go check cons some plot holes there moments i got confused details plot there things answered figure it good go movies people talk afterwards catch things it one movies may see catch things missed i wish made little bit weird friendship katy shaun in movie see two leads best friends work together but real world realistic they kind hint may something comes moments i totally thought going romantic i wish would either make romantic somewhere i sure movies may make couple mandarin for know father shang chi xialing real one drunk one iron man he tough man villain i like aspect making father villain even though way i sure comic books it seems sad good story dad sucks i wish marvel though great stay credits two it better i,V.Positive
225,this movie perfect allot action plus allot comedy this funniest marvel movie ever also storyline pretty good considering movie used comic movie pretty good good job,V.Positive
226,it impressive not narrative pretty normal performance somewhat average impressive proper use elements chinese crew arrived hidden talo village wow the mythical animals exactly i image long dragon feng fire bird kirin nine tail fox it feels like came chinese mythical stories passed generation the use movement smart combining natural magic visual presentation great it definitely good movie narrative bad legendary villain gave everything beautiful girl lived happy life wife killed enemy vengeance the miss wife led break portal blocks powerful alien monster his son inherited power wife found way defeat villain monster the world turns peace overall star narrative performance additional star kongfu another mythical elements absolutely love animals,V.Positive
227,this movie phenomenal we cant expect solo superhero mcu film everything perfect all scenes great the graphic works eye catching the dialogues specially joke parts great in movie portrayed family drama fantastic way the action scenes eye touching also parts emotional almost cried if still watched movie reading comment first suggestion please miss mid credit scene your mind gon na blow,V.Positive
228,i really really enjoyed movie the fight scenes particular as fan old school kung fu movies way design fighting scenes look cup tea that built exceled super hero fighting took place well fighting perfection soundtrack movie charts starting opening scene train fight scene visuals well placed got giggle two whole cinema especially trevor biiiiiit depth story would,V.Positive
229,there words describe look movie makes spielberg avatar looks like indie project compared beautiful cinematography movie the humor point i laughed marvel movie much since thor ragnarok,V.Positive
230,so good i loved exciting funny visually stunning likeable characters amazing action sequences i recommend,V.Positive
231,i like movie much action fighting good,Positive
